land	land_id	name	position	verein	verein_id	gebdatum	alter	marktwert	liga	marktwert_land
Albanien	3561	Etrit Berisha	Torwart	Lazio Rom	398	10.03.1989	27	4000000	Serie A	46125000
Albanien	3561	Alban Hoxha	Torwart	FK Partizani Tiranë	4040	23.11.1987	28	525000	NA	46125000
Albanien	3561	Orges Shehi	Torwart	KF Skënderbeu Korçë	12469	25.09.1977	38	150000	NA	46125000
Albanien	3561	Mergim Mavraj	Innenverteidiger	1.FC Köln	3	09.06.1986	29	1500000	1.Bundesliga	46125000
Albanien	3561	Amir Rrahmani	Innenverteidiger	RNK Split	420	24.02.1994	22	1000000	NA	46125000
Albanien	3561	Lorik Cana	Innenverteidiger	FC Nantes	995	27.07.1983	32	1000000	Ligue 1	46125000
Albanien	3561	Berat Djimsiti	Innenverteidiger	Atalanta Bergamo	800	19.02.1993	23	1000000	Serie A	46125000
Albanien	3561	Arlind Ajeti	Innenverteidiger	Frosinone Calcio	8970	25.09.1993	22	1000000	Serie A	46125000
Albanien	3561	Ermir Lenjani	Linker Verteidiger	FC Nantes	995	05.08.1989	26	1000000	Ligue 1	46125000
Albanien	3561	Naser Aliji	Linker Verteidiger	FC Basel 1893	26	27.12.1993	22	700000	Raiffeisen Super League	46125000
Albanien	3561	Ansi Agolli	Linker Verteidiger	Qarabag Agdam	10625	11.10.1982	33	300000	NA	46125000
Albanien	3561	Elseid Hysaj	Rechter Verteidiger	SSC Neapel	6195	02.02.1994	22	9000000	Serie A	46125000
Albanien	3561	Frédéric Veseli	Rechter Verteidiger	FC Lugano	2790	20.11.1992	23	800000	NA	46125000
Albanien	3561	Taulant Xhaka	Defensives Mittelfeld	FC Basel 1893	26	28.03.1991	25	4000000	Raiffeisen Super League	46125000
Albanien	3561	Ergys Kace	Defensives Mittelfeld	PAOK Thessaloniki	1091	08.07.1993	22	3000000	Super League	46125000
Albanien	3561	Amir Abrashi	Defensives Mittelfeld	SC Freiburg	60	27.03.1990	26	2250000	2.Bundesliga	46125000
Albanien	3561	Migjen Basha	Defensives Mittelfeld	Calcio Como	1047	05.01.1987	29	800000	NA	46125000
Albanien	3561	Andi Lila	Defensives Mittelfeld	PAS Giannina	2671	12.02.1986	30	700000	NA	46125000
Albanien	3561	Burim Kukeli	Defensives Mittelfeld	FC Zürich	260	16.01.1984	32	500000	Raiffeisen Super League	46125000
Albanien	3561	Ledian Memushaj	Zentrales Mittelfeld	Delfino Pescara 1936	2921	07.12.1986	29	1400000	Serie B	46125000
Albanien	3561	Herolind Shala	Offensives Mittelfeld	FC Slovan Liberec	697	01.02.1992	24	1250000	NA	46125000
Albanien	3561	Odise Roshi	Rechtsaußen	HNK Rijeka	144	22.05.1991	25	450000	1.HNL	46125000
Albanien	3561	Shkelzen Gashi	Linksaußen	Colorado Rapids	1247	15.07.1988	27	2750000	Major League Soccer	46125000
Albanien	3561	Milot Rashica	Rechtsaußen	Vitesse Arnheim	499	28.06.1996	19	2000000	Eredivisie	46125000
Albanien	3561	Sokol Cikalleshi	Mittelstürmer	Medipol Basaksehir	6890	27.07.1990	25	2300000	Süper Lig	46125000
Albanien	3561	Bekim Balaj	Mittelstürmer	HNK Rijeka	144	11.01.1991	25	2000000	1.HNL	46125000
Albanien	3561	Armando Sadiku	Mittelstürmer	FC Vaduz	163	27.05.1991	24	750000	NA	46125000
Belgien	3382	Thibaut Courtois	Torwart	FC Chelsea	631	11.05.1992	24	35000000	Premier League	469150000
Belgien	3382	Simon Mignolet	Torwart	FC Liverpool	31	06.03.1988	28	12000000	Premier League	469150000
Belgien	3382	Jean-François Gillet	Torwart	KV Mechelen	354	31.05.1979	36	400000	Jupiler Pro League	469150000
Belgien	3382	Toby Alderweireld	Innenverteidiger	Tottenham Hotspur	148	02.03.1989	27	22000000	Premier League	469150000
Belgien	3382	Jan Vertonghen	Innenverteidiger	Tottenham Hotspur	148	24.04.1987	29	21000000	Premier League	469150000
Belgien	3382	Björn Engels	Innenverteidiger	FC Brügge	2282	15.09.1994	21	6500000	Jupiler Pro League	469150000
Belgien	3382	Nicolas Lombaerts	Innenverteidiger	Zenit St. Petersburg	964	20.03.1985	31	6000000	Premier Liga	469150000
Belgien	3382	Thomas Vermaelen	Innenverteidiger	FC Barcelona	131	14.11.1985	30	4000000	Primera División	469150000
Belgien	3382	Jason Denayer	Innenverteidiger	Galatasaray Istanbul	141	28.06.1995	20	4000000	Süper Lig	469150000
Belgien	3382	Laurent Ciman	Innenverteidiger	Montreal Impact	4078	05.08.1985	30	2500000	NA	469150000
Belgien	3382	Dedryck Boyata	Innenverteidiger	Celtic Glasgow	371	28.11.1990	25	1750000	Scottish Premiership	469150000
Belgien	3382	Jordan Lukaku	Linker Verteidiger	KV Oostende	2861	25.07.1994	21	3000000	Jupiler Pro League	469150000
Belgien	3382	Thomas Meunier	Rechter Verteidiger	FC Brügge	2282	12.09.1991	24	6000000	Jupiler Pro League	469150000
Belgien	3382	Axel Witsel	Zentrales Mittelfeld	Zenit St. Petersburg	964	12.01.1989	27	28000000	Premier Liga	469150000
Belgien	3382	Radja Nainggolan	Zentrales Mittelfeld	AS Rom	12	04.05.1988	28	27000000	Serie A	469150000
Belgien	3382	Marouane Fellaini	Zentrales Mittelfeld	Manchester United	985	22.11.1987	28	19000000	Premier League	469150000
Belgien	3382	Mousa Dembélé	Zentrales Mittelfeld	Tottenham Hotspur	148	16.07.1987	28	16000000	Premier League	469150000
Belgien	3382	Kevin De Bruyne	Offensives Mittelfeld	Manchester City	281	28.06.1991	24	60000000	Premier League	469150000
Belgien	3382	Eden Hazard	Linksaußen	FC Chelsea	631	07.01.1991	25	70000000	Premier League	469150000
Belgien	3382	Yannick Carrasco	Linksaußen	Atlético Madrid	13	04.09.1993	22	20000000	Primera División	469150000
Belgien	3382	Dries Mertens	Linksaußen	SSC Neapel	6195	06.05.1987	29	17000000	Serie A	469150000
Belgien	3382	Romelu Lukaku	Mittelstürmer	FC Everton	29	13.05.1993	23	35000000	Premier League	469150000
Belgien	3382	Christian Benteke	Mittelstürmer	FC Liverpool	31	03.12.1990	25	30000000	Premier League	469150000
Belgien	3382	Michy Batshuayi	Mittelstürmer	Olympique Marseille	244	02.10.1993	22	14000000	Ligue 1	469150000
Belgien	3382	Divock Origi	Mittelstürmer	FC Liverpool	31	18.04.1995	21	9000000	Premier League	469150000
Deutschland	3262	Manuel Neuer	Torwart	FC Bayern München	27	27.03.1986	30	45000000	1.Bundesliga	637000000
Deutschland	3262	Bernd Leno	Torwart	Bayer 04 Leverkusen	15	04.03.1992	24	16000000	1.Bundesliga	637000000
Deutschland	3262	Marc-André ter Stegen	Torwart	FC Barcelona	131	30.04.1992	24	15000000	Primera División	637000000
Deutschland	3262	Jérôme Boateng	Innenverteidiger	FC Bayern München	27	03.09.1988	27	40000000	1.Bundesliga	637000000
Deutschland	3262	Mats Hummels	Innenverteidiger	Borussia Dortmund	16	16.12.1988	27	32000000	1.Bundesliga	637000000
Deutschland	3262	Shkodran Mustafi	Innenverteidiger	FC Valencia	1049	17.04.1992	24	20000000	Primera División	637000000
Deutschland	3262	Benedikt Höwedes	Innenverteidiger	FC Schalke 04	33	29.02.1988	28	18000000	1.Bundesliga	637000000
Deutschland	3262	Antonio Rüdiger	Innenverteidiger	AS Rom	12	03.03.1993	23	10000000	Serie A	637000000
Deutschland	3262	Jonas Hector	Linker Verteidiger	1.FC Köln	3	27.05.1990	25	8000000	1.Bundesliga	637000000
Deutschland	3262	Emre Can	Defensives Mittelfeld	FC Liverpool	31	12.01.1994	22	15000000	Premier League	637000000
Deutschland	3262	Julian Weigl	Defensives Mittelfeld	Borussia Dortmund	16	08.09.1995	20	12000000	1.Bundesliga	637000000
Deutschland	3262	Joshua Kimmich	Defensives Mittelfeld	FC Bayern München	27	08.02.1995	21	10000000	1.Bundesliga	637000000
Deutschland	3262	Sebastian Rudy	Defensives Mittelfeld	TSG 1899 Hoffenheim	533	28.02.1990	26	4000000	1.Bundesliga	637000000
Deutschland	3262	Toni Kroos	Zentrales Mittelfeld	Real Madrid	418	04.01.1990	26	50000000	Primera División	637000000
Deutschland	3262	Sami Khedira	Zentrales Mittelfeld	Juventus Turin	506	04.04.1987	29	18000000	Serie A	637000000
Deutschland	3262	Bastian Schweinsteiger	Zentrales Mittelfeld	Manchester United	985	01.08.1984	31	15000000	Premier League	637000000
Deutschland	3262	Mesut Özil	Offensives Mittelfeld	FC Arsenal	11	15.10.1988	27	50000000	Premier League	637000000
Deutschland	3262	Mario Götze	Offensives Mittelfeld	FC Bayern München	27	03.06.1992	23	35000000	1.Bundesliga	637000000
Deutschland	3262	Julian Draxler	Offensives Mittelfeld	VfL Wolfsburg	82	20.09.1993	22	22000000	1.Bundesliga	637000000
Deutschland	3262	Julian Brandt	Linksaußen	Bayer 04 Leverkusen	15	02.05.1996	20	10000000	1.Bundesliga	637000000
Deutschland	3262	Marco Reus	Linksaußen	Borussia Dortmund	16	31.05.1989	26	45000000	1.Bundesliga	637000000
Deutschland	3262	André Schürrle	Linksaußen	VfL Wolfsburg	82	06.11.1990	25	18000000	1.Bundesliga	637000000
Deutschland	3262	Leroy Sané	Rechtsaußen	FC Schalke 04	33	11.01.1996	20	18000000	1.Bundesliga	637000000
Deutschland	3262	Karim Bellarabi	Rechtsaußen	Bayer 04 Leverkusen	15	08.04.1990	26	16000000	1.Bundesliga	637000000
Deutschland	3262	Thomas Müller	Hängende Spitze	FC Bayern München	27	13.09.1989	26	75000000	1.Bundesliga	637000000
Deutschland	3262	Mario Gómez	Mittelstürmer	Besiktas Istanbul	114	10.07.1985	30	12000000	Süper Lig	637000000
Deutschland	3262	Lukas Podolski	Mittelstürmer	Galatasaray Istanbul	141	04.06.1985	30	8000000	Süper Lig	637000000
England	3299	Joe Hart	Torwart	Manchester City	281	19.04.1987	29	16000000	Premier League	471000000
England	3299	Fraser Forster	Torwart	FC Southampton	180	17.03.1988	28	12000000	Premier League	471000000
England	3299	Tom Heaton	Torwart	FC Burnley	1132	15.04.1986	30	3000000	Championship	471000000
England	3299	John Stones	Innenverteidiger	FC Everton	29	28.05.1994	21	30000000	Premier League	471000000
England	3299	Chris Smalling	Innenverteidiger	Manchester United	985	22.11.1989	26	19000000	Premier League	471000000
England	3299	Gary Cahill	Innenverteidiger	FC Chelsea	631	19.12.1985	30	17000000	Premier League	471000000
England	3299	Ryan Bertrand	Linker Verteidiger	FC Southampton	180	05.08.1989	26	12000000	Premier League	471000000
England	3299	Danny Rose	Linker Verteidiger	Tottenham Hotspur	148	02.07.1990	25	11000000	Premier League	471000000
England	3299	Nathaniel Clyne	Rechter Verteidiger	FC Liverpool	31	05.04.1991	25	20000000	Premier League	471000000
England	3299	Kyle Walker	Rechter Verteidiger	Tottenham Hotspur	148	28.05.1990	25	13000000	Premier League	471000000
England	3299	Eric Dier	Defensives Mittelfeld	Tottenham Hotspur	148	15.01.1994	22	15000000	Premier League	471000000
England	3299	Jordan Henderson	Zentrales Mittelfeld	FC Liverpool	31	17.06.1990	25	28000000	Premier League	471000000
England	3299	Jack Wilshere	Zentrales Mittelfeld	FC Arsenal	11	01.01.1992	24	25000000	Premier League	471000000
England	3299	James Milner	Zentrales Mittelfeld	FC Liverpool	31	04.01.1986	30	14000000	Premier League	471000000
England	3299	Dele Alli	Zentrales Mittelfeld	Tottenham Hotspur	148	11.04.1996	20	12000000	Premier League	471000000
England	3299	Fabian Delph	Zentrales Mittelfeld	Manchester City	281	21.11.1989	26	10000000	Premier League	471000000
England	3299	Danny Drinkwater	Zentrales Mittelfeld	Leicester City	1003	05.03.1990	26	6000000	Premier League	471000000
England	3299	Ross Barkley	Offensives Mittelfeld	FC Everton	29	05.12.1993	22	21000000	Premier League	471000000
England	3299	Adam Lallana	Offensives Mittelfeld	FC Liverpool	31	10.05.1988	28	18000000	Premier League	471000000
England	3299	Andros Townsend	Rechtsaußen	Newcastle United	762	16.07.1991	24	9000000	Premier League	471000000
England	3299	Raheem Sterling	Linksaußen	Manchester City	281	08.12.1994	21	50000000	Premier League	471000000
England	3299	Wayne Rooney	Hängende Spitze	Manchester United	985	24.10.1985	30	40000000	Premier League	471000000
England	3299	Harry Kane	Mittelstürmer	Tottenham Hotspur	148	28.07.1993	22	30000000	Premier League	471000000
England	3299	Daniel Sturridge	Mittelstürmer	FC Liverpool	31	01.09.1989	26	25000000	Premier League	471000000
England	3299	Jamie Vardy	Mittelstürmer	Leicester City	1003	11.01.1987	29	12000000	Premier League	471000000
England	3299	Marcus Rashford	Mittelstürmer	Manchester United	985	31.10.1997	18	3000000	Premier League	471000000
Frankreich	3377	Hugo Lloris	Torwart	Tottenham Hotspur	148	26.12.1986	29	22000000	Premier League	452500000
Frankreich	3377	Steve Mandanda	Torwart	Olympique Marseille	244	28.03.1985	31	10000000	Ligue 1	452500000
Frankreich	3377	Benoît Costil	Torwart	FC Stade Rennes	273	03.07.1987	28	8000000	Ligue 1	452500000
Frankreich	3377	Raphaël Varane	Innenverteidiger	Real Madrid	418	25.04.1993	23	30000000	Primera División	452500000
Frankreich	3377	Eliaquim Mangala	Innenverteidiger	Manchester City	281	13.02.1991	25	26000000	Premier League	452500000
Frankreich	3377	Laurent Koscielny	Innenverteidiger	FC Arsenal	11	10.09.1985	30	22000000	Premier League	452500000
Frankreich	3377	Jérémy Mathieu	Innenverteidiger	FC Barcelona	131	29.10.1983	32	10000000	Primera División	452500000
Frankreich	3377	Lucas Digne	Linker Verteidiger	AS Rom	12	20.07.1993	22	10000000	Serie A	452500000
Frankreich	3377	Patrice Evra	Linker Verteidiger	Juventus Turin	506	15.05.1981	35	2000000	Serie A	452500000
Frankreich	3377	Bacary Sagna	Rechter Verteidiger	Manchester City	281	14.02.1983	33	7000000	Premier League	452500000
Frankreich	3377	Christophe Jallet	Rechter Verteidiger	Olympique Lyon	1041	31.10.1983	32	2000000	Ligue 1	452500000
Frankreich	3377	Lassana Diarra	Defensives Mittelfeld	Olympique Marseille	244	10.03.1985	31	7500000	Ligue 1	452500000
Frankreich	3377	Paul Pogba	Zentrales Mittelfeld	Juventus Turin	506	15.03.1993	23	65000000	Serie A	452500000
Frankreich	3377	Blaise Matuidi	Zentrales Mittelfeld	FC Paris Saint-Germain	583	09.04.1987	29	30000000	Ligue 1	452500000
Frankreich	3377	Yohan Cabaye	Zentrales Mittelfeld	Crystal Palace	873	14.01.1986	30	18000000	Premier League	452500000
Frankreich	3377	Moussa Sissoko	Zentrales Mittelfeld	Newcastle United	762	16.08.1989	26	15000000	Premier League	452500000
Frankreich	3377	N'Golo Kanté	Zentrales Mittelfeld	Leicester City	1003	29.03.1991	25	10000000	Premier League	452500000
Frankreich	3377	Dimitri Payet	Offensives Mittelfeld	West Ham United	379	29.03.1987	29	18000000	Premier League	452500000
Frankreich	3377	Kingsley Coman	Rechtsaußen	FC Bayern München	27	13.06.1996	19	15000000	1.Bundesliga	452500000
Frankreich	3377	Antoine Griezmann	Hängende Spitze	Atlético Madrid	13	21.03.1991	25	60000000	Primera División	452500000
Frankreich	3377	Anthony Martial	Mittelstürmer	Manchester United	985	05.12.1995	20	30000000	Premier League	452500000
Frankreich	3377	Olivier Giroud	Mittelstürmer	FC Arsenal	11	30.09.1986	29	27000000	Premier League	452500000
Frankreich	3377	André-Pierre Gignac	Mittelstürmer	Tigres UANL	7055	05.12.1985	30	8000000	Liga MX Clausura	452500000
Irland	3509	Keiren Westwood	Torwart	Sheffield Wednesday	1035	23.10.1984	31	1500000	Championship	NA
Irland	3509	Darren Randolph	Torwart	West Ham United	379	12.05.1987	29	1000000	Premier League	NA
Irland	3509	Shay Given	Torwart	Stoke City	512	20.04.1976	40	500000	Premier League	NA
Irland	3509	David Forde	Torwart	FC Millwall	1028	20.12.1979	36	250000	League One	NA
Irland	3509	Ciaran Clark	Innenverteidiger	Aston Villa	405	26.09.1989	26	4500000	Premier League	NA
Irland	3509	Marc Wilson	Innenverteidiger	Stoke City	512	17.08.1987	28	3000000	Premier League	NA
Irland	3509	Richard Keogh	Innenverteidiger	Derby County	22	11.08.1986	29	1800000	Championship	NA
Irland	3509	Shane Duffy	Innenverteidiger	Blackburn Rovers	164	01.01.1992	24	1500000	Championship	NA
Irland	3509	Alex Pearce	Innenverteidiger	Bristol City	698	09.11.1988	27	1250000	Championship	NA
Irland	3509	John O'Shea	Innenverteidiger	AFC Sunderland	289	30.04.1981	35	1000000	Premier League	NA
Irland	3509	Paul McShane	Innenverteidiger	FC Reading	1032	06.01.1986	30	1000000	Championship	NA
Irland	3509	Robbie Brady	Linker Verteidiger	Norwich City	1123	14.01.1992	24	6000000	Premier League	NA
Irland	3509	Stephen Ward	Linker Verteidiger	FC Burnley	1132	20.08.1985	30	1000000	Championship	NA
Irland	3509	Seamus Coleman	Rechter Verteidiger	FC Everton	29	11.10.1988	27	19000000	Premier League	NA
Irland	3509	Cyrus Christie	Rechter Verteidiger	Derby County	22	30.09.1992	23	1000000	Championship	NA
Irland	3509	Glenn Whelan	Defensives Mittelfeld	Stoke City	512	13.01.1984	32	3000000	Premier League	NA
Irland	3509	James McCarthy	Zentrales Mittelfeld	FC Everton	29	12.11.1990	25	17000000	Premier League	NA
Irland	3509	Darron Gibson	Zentrales Mittelfeld	FC Everton	29	25.10.1987	28	2500000	Premier League	NA
Irland	3509	David Meyler	Zentrales Mittelfeld	Hull City	3008	29.05.1989	26	2500000	Championship	NA
Irland	3509	Harry Arter	Zentrales Mittelfeld	AFC Bournemouth	989	28.12.1989	26	1500000	Premier League	NA
Irland	3509	Eunan O'Kane	Zentrales Mittelfeld	AFC Bournemouth	989	10.07.1990	25	1500000	Premier League	NA
Irland	3509	Stephen Quinn	Zentrales Mittelfeld	FC Reading	1032	01.04.1986	30	1500000	Championship	NA
Irland	3509	Jeff Hendrick	Zentrales Mittelfeld	Derby County	22	31.01.1992	24	1500000	Championship	NA
Irland	3509	Jonny Hayes	Rechtes Mittelfeld	Aberdeen FC	370	09.07.1987	28	750000	Scottish Premiership	NA
Irland	3509	Callum O'Dowda	Linkes Mittelfeld	Oxford United	988	23.04.1995	21	NA	NA	NA
Irland	3509	Wesley Hoolahan	Offensives Mittelfeld	Norwich City	1123	20.05.1982	34	2000000	Premier League	NA
Irland	3509	Anthony Pilkington	Linksaußen	Cardiff City	603	06.06.1988	27	2500000	Championship	NA
Irland	3509	Aiden McGeady	Rechtsaußen	Sheffield Wednesday	1035	04.04.1986	30	4500000	Championship	NA
Irland	3509	James McClean	Linksaußen	West Bromwich Albion	984	22.04.1989	27	3000000	Premier League	NA
Irland	3509	Jonathan Walters	Rechtsaußen	Stoke City	512	20.09.1983	32	3500000	Premier League	NA
Irland	3509	Shane Long	Mittelstürmer	FC Southampton	180	22.01.1987	29	10000000	Premier League	NA
Irland	3509	Robbie Keane	Mittelstürmer	Los Angeles Galaxy	1061	08.07.1980	35	1000000	Major League Soccer	NA
Irland	3509	Daryl Murphy	Mittelstürmer	Ipswich Town	677	15.03.1983	33	1000000	Championship	NA
Irland	3509	Kevin Doyle	Mittelstürmer	Colorado Rapids	1247	18.09.1983	32	1000000	Major League Soccer	NA
Irland	3509	David McGoldrick	Mittelstürmer	Ipswich Town	677	29.11.1987	28	1000000	Championship	NA
Island	3574	Hannes Thór Halldórsson	Torwart	FK Bodö/Glimt	501	27.04.1984	32	400000	NA	41550000
Island	3574	Ögmundur Kristinsson	Torwart	Hammarby IF	1059	19.06.1989	26	350000	NA	41550000
Island	3574	Ingvar Jónsson	Torwart	Sandefjord Fotball	6399	18.10.1989	26	100000	NA	41550000
Island	3574	Ragnar Sigurdsson	Innenverteidiger	FK Krasnodar	16704	19.06.1986	29	6000000	Premier Liga	41550000
Island	3574	Sverrir Ingi Ingason	Innenverteidiger	KSC Lokeren	498	05.08.1993	22	900000	Jupiler Pro League	41550000
Island	3574	Kári Arnason	Innenverteidiger	Malmö FF	496	13.10.1982	33	600000	Allsvenskan	41550000
Island	3574	Hördur Magnússon	Innenverteidiger	AC Cesena	1429	11.02.1993	23	500000	Serie B	41550000
Island	3574	Hjörtur Hermannsson	Innenverteidiger	IFK Göteborg	801	08.02.1995	21	200000	Allsvenskan	41550000
Island	3574	Ari Freyr Skúlason	Linker Verteidiger	Odense Boldklub	173	14.05.1987	29	700000	Alka Superligaen	41550000
Island	3574	Birkir Már Saevarsson	Rechter Verteidiger	Hammarby IF	1059	11.11.1984	31	500000	NA	41550000
Island	3574	Haukur Heidar Hauksson	Rechter Verteidiger	AIK Solna	272	01.09.1991	24	500000	NA	41550000
Island	3574	Rúnar Már Sigurjónsson	Defensives Mittelfeld	GIF Sundsvall	2843	18.06.1990	25	400000	NA	41550000
Island	3574	Aron Gunnarsson	Zentrales Mittelfeld	Cardiff City	603	22.04.1989	27	3000000	Championship	41550000
Island	3574	Emil Hallfredsson	Zentrales Mittelfeld	Udinese Calcio	410	29.06.1984	31	3000000	Serie A	41550000
Island	3574	Birkir Bjarnason	Rechtes Mittelfeld	FC Basel 1893	26	27.05.1988	27	2500000	Raiffeisen Super League	41550000
Island	3574	Arnór Ingvi Traustason	Linkes Mittelfeld	IFK Norrköping	2844	30.04.1993	23	800000	Allsvenskan	41550000
Island	3574	Elmar Bjarnason	Linkes Mittelfeld	Aarhus GF	678	04.03.1987	29	500000	Alka Superligaen	41550000
Island	3574	Gylfi Sigurdsson	Offensives Mittelfeld	Swansea City	2288	09.09.1989	26	11000000	Premier League	41550000
Island	3574	Johann Berg Gudmundsson	Linksaußen	Charlton Athletic	358	27.10.1990	25	2000000	Championship	41550000
Island	3574	Alfred Finnbogason	Mittelstürmer	FC Augsburg	167	01.02.1989	27	3500000	1.Bundesliga	41550000
Island	3574	Kolbeinn Sigthórsson	Mittelstürmer	FC Nantes	995	14.03.1990	26	3000000	Ligue 1	41550000
Island	3574	Jón Dadi Bödvarsson	Mittelstürmer	1.FC Kaiserslautern	2	25.05.1992	23	800000	2.Bundesliga	41550000
Island	3574	Eidur Gudjohnsen	Mittelstürmer	Molde FK	687	15.09.1978	37	300000	Tippeligaen	41550000
Italien	3376	Salvatore Sirigu	Torwart	FC Paris Saint-Germain	583	12.01.1987	29	9000000	Ligue 1	343500000
Italien	3376	Federico Marchetti	Torwart	Lazio Rom	398	07.02.1983	33	5500000	Serie A	343500000
Italien	3376	Gianluigi Buffon	Torwart	Juventus Turin	506	28.01.1978	38	2000000	Serie A	343500000
Italien	3376	Leonardo Bonucci	Innenverteidiger	Juventus Turin	506	01.05.1987	29	30000000	Serie A	343500000
Italien	3376	Giorgio Chiellini	Innenverteidiger	Juventus Turin	506	14.08.1984	31	15000000	Serie A	343500000
Italien	3376	Daniele Rugani	Innenverteidiger	Juventus Turin	506	29.07.1994	21	10000000	Serie A	343500000
Italien	3376	Angelo Ogbonna	Innenverteidiger	West Ham United	379	23.05.1988	28	9000000	Premier League	343500000
Italien	3376	Davide Astori	Innenverteidiger	AC Florenz	430	07.01.1987	29	7500000	Serie A	343500000
Italien	3376	Andrea Barzagli	Innenverteidiger	Juventus Turin	506	08.05.1981	35	3000000	Serie A	343500000
Italien	3376	Matteo Darmian	Rechter Verteidiger	Manchester United	985	02.12.1989	26	15000000	Premier League	343500000
Italien	3376	Davide Zappacosta	Rechter Verteidiger	FC Turin	416	11.06.1992	23	5000000	Serie A	343500000
Italien	3376	Mattia De Sciglio	Rechter Verteidiger	AC Mailand	5	20.10.1992	23	5000000	Serie A	343500000
Italien	3376	Jorginho	Defensives Mittelfeld	SSC Neapel	6195	20.12.1991	24	18000000	Serie A	343500000
Italien	3376	Daniele De Rossi	Defensives Mittelfeld	AS Rom	12	24.07.1983	32	7000000	Serie A	343500000
Italien	3376	Riccardo Montolivo	Defensives Mittelfeld	AC Mailand	5	18.01.1985	31	5000000	Serie A	343500000
Italien	3376	Thiago Motta	Defensives Mittelfeld	FC Paris Saint-Germain	583	28.08.1982	33	3000000	Ligue 1	343500000
Italien	3376	Alessandro Florenzi	Zentrales Mittelfeld	AS Rom	12	11.03.1991	25	20000000	Serie A	343500000
Italien	3376	Stefano Sturaro	Zentrales Mittelfeld	Juventus Turin	506	09.03.1993	23	10000000	Serie A	343500000
Italien	3376	Marco Parolo	Zentrales Mittelfeld	Lazio Rom	398	25.01.1985	31	7500000	Serie A	343500000
Italien	3376	Marco Benassi	Zentrales Mittelfeld	FC Turin	416	08.09.1994	21	5000000	Serie A	343500000
Italien	3376	Giacomo Bonaventura	Linksaußen	AC Mailand	5	22.08.1989	26	21000000	Serie A	343500000
Italien	3376	Antonio Candreva	Rechtsaußen	Lazio Rom	398	28.02.1987	29	25000000	Serie A	343500000
Italien	3376	Lorenzo Insigne	Linksaußen	SSC Neapel	6195	04.06.1991	24	25000000	Serie A	343500000
Italien	3376	Stephan El Shaarawy	Linksaußen	AS Rom	12	27.10.1992	23	15000000	Serie A	343500000
Italien	3376	Federico Bernardeschi	Rechtsaußen	AC Florenz	430	16.02.1994	22	15000000	Serie A	343500000
Italien	3376	Emanuele Giaccherini	Rechtsaußen	FC Bologna	1025	05.05.1985	31	4000000	Serie A	343500000
Italien	3376	Éder	Mittelstürmer	Inter Mailand	46	15.11.1986	29	15000000	Serie A	343500000
