land	land_id	name	position	verein	verein_id	gebdatum	alter	marktwert	liga	marktwert_land
Schweiz	3384	Johan Djourou	Innenverteidiger	Hamburger SV	41	18.01.1987	29	3500000	1.Bundesliga	190650000
Schweiz	3384	Steve von Bergen	Innenverteidiger	BSC Young Boys	452	10.06.1983	32	1000000	Raiffeisen Super League	190650000
Schweiz	3384	Philippe Senderos	Innenverteidiger	Grasshopper Club	504	14.02.1985	31	900000	Raiffeisen Super League	190650000
Schweiz	3384	Ricardo Rodríguez	Linker Verteidiger	VfL Wolfsburg	82	25.08.1992	23	28000000	1.Bundesliga	190650000
Schweiz	3384	François Moubandje	Linker Verteidiger	FC Toulouse	415	21.06.1990	25	1500000	Ligue 1	190650000
Schweiz	3384	Stephan Lichtsteiner	Rechter Verteidiger	Juventus Turin	506	16.01.1984	32	7500000	Serie A	190650000
Schweiz	3384	Silvan Widmer	Rechter Verteidiger	Udinese Calcio	410	05.03.1993	23	6500000	Serie A	190650000
Schweiz	3384	Michael Lang	Rechter Verteidiger	FC Basel 1893	26	08.02.1991	25	4250000	Raiffeisen Super League	190650000
Schweiz	3384	Valon Behrami	Defensives Mittelfeld	FC Watford	1010	19.04.1985	31	3000000	Premier League	190650000
Schweiz	3384	Gelson Fernandes	Defensives Mittelfeld	FC Stade Rennes	273	02.09.1986	29	3000000	Ligue 1	190650000
Schweiz	3384	Denis Zakaria	Defensives Mittelfeld	BSC Young Boys	452	20.11.1996	19	2500000	Raiffeisen Super League	190650000
Schweiz	3384	Granit Xhaka	Zentrales Mittelfeld	Borussia Mönchengladbach	18	27.09.1992	23	25000000	1.Bundesliga	190650000
Schweiz	3384	Fabian Frei	Zentrales Mittelfeld	1.FSV Mainz 05	39	08.01.1989	27	4000000	1.Bundesliga	190650000
Schweiz	3384	Luca Zuffi	Zentrales Mittelfeld	FC Basel 1893	26	27.03.1990	26	3750000	Raiffeisen Super League	190650000
Schweiz	3384	Blerim Dzemaili	Zentrales Mittelfeld	FC Genua 1893	252	12.04.1986	30	3500000	Serie A	190650000
Schweiz	3384	Renato Steffen	Rechtes Mittelfeld	FC Basel 1893	26	03.11.1991	24	4000000	Raiffeisen Super League	190650000
Schweiz	3384	Xherdan Shaqiri	Rechtsaußen	Stoke City	512	10.10.1991	24	16000000	Premier League	190650000
Schweiz	3384	Admir Mehmedi	Hängende Spitze	Bayer 04 Leverkusen	15	16.03.1991	25	7000000	1.Bundesliga	190650000
Schweiz	3384	Shani Tarashaj	Hängende Spitze	Grasshopper Club	504	07.02.1995	21	4000000	Raiffeisen Super League	190650000
Schweiz	3384	Breel Embolo	Mittelstürmer	FC Basel 1893	26	14.02.1997	19	20000000	Raiffeisen Super League	190650000
Schweiz	3384	Haris Seferovic	Mittelstürmer	Eintracht Frankfurt	24	22.02.1992	24	6000000	1.Bundesliga	190650000
Schweiz	3384	Eren Derdiyok	Mittelstürmer	Kasimpasa	10484	12.06.1988	27	4250000	Süper Lig	190650000
Slowakei	3503	Matús Kozácik	Torwart	FC Viktoria Pilsen	941	27.12.1983	32	1000000	Synot Liga	93750000
Slowakei	3503	Ján Novota	Torwart	SK Rapid Wien	170	29.11.1983	32	800000	Bundesliga	93750000
Slowakei	3503	Ján Mucha	Torwart	Slovan Bratislava	540	05.12.1982	33	600000	NA	93750000
Slowakei	3503	Martin Skrtel	Innenverteidiger	FC Liverpool	31	15.12.1984	31	13000000	Premier League	93750000
Slowakei	3503	Tomas Hubocan	Innenverteidiger	Dinamo Moskau	121	17.09.1985	30	6500000	Premier Liga	93750000
Slowakei	3503	Norbert Gyömber	Innenverteidiger	AS Rom	12	03.07.1992	23	800000	Serie A	93750000
Slowakei	3503	Milan Skriniar	Innenverteidiger	Sampdoria Genua	1038	11.02.1995	21	600000	Serie A	93750000
Slowakei	3503	Kornel Salata	Innenverteidiger	Slovan Bratislava	540	24.01.1985	31	550000	NA	93750000
Slowakei	3503	Jan Durica	Innenverteidiger	Lokomotiv Moskau	932	10.11.1981	34	400000	Premier Liga	93750000
Slowakei	3503	Lukás Tesák	Linker Verteidiger	Kairat Almaty	10482	08.03.1985	31	750000	NA	93750000
Slowakei	3503	Peter Pekarík	Rechter Verteidiger	Hertha BSC	44	30.10.1986	29	2750000	1.Bundesliga	93750000
Slowakei	3503	Viktor Pecovsky	Defensives Mittelfeld	MSK Zilina	1443	24.05.1983	33	350000	Fortuna Liga	93750000
Slowakei	3503	Marek Hamsik	Zentrales Mittelfeld	SSC Neapel	6195	27.07.1987	28	35000000	Serie A	93750000
Slowakei	3503	Juraj Kucka	Zentrales Mittelfeld	AC Mailand	5	26.02.1987	29	8000000	Serie A	93750000
Slowakei	3503	Patrik Hrosovsky	Zentrales Mittelfeld	FC Viktoria Pilsen	941	22.04.1992	24	1750000	Synot Liga	93750000
Slowakei	3503	Erik Sabo	Zentrales Mittelfeld	PAOK Thessaloniki	1091	22.11.1991	24	900000	Super League	93750000
Slowakei	3503	Jan Gregus	Zentrales Mittelfeld	FK Jablonec	1322	29.01.1991	25	600000	NA	93750000
Slowakei	3503	Matus Bero	Zentrales Mittelfeld	AS Trencin	7918	06.09.1995	20	550000	NA	93750000
Slowakei	3503	Ondrej Duda	Offensives Mittelfeld	Legia Warschau	255	05.12.1994	21	3500000	Ekstraklasa	93750000
Slowakei	3503	Róbert Mak	Linksaußen	PAOK Thessaloniki	1091	08.03.1991	25	3000000	Super League	93750000
Slowakei	3503	Dusan Svento	Linksaußen	1.FC Köln	3	01.08.1985	30	1000000	1.Bundesliga	93750000
Slowakei	3503	Miroslav Stoch	Linksaußen	Bursaspor	20	19.10.1989	26	5000000	Süper Lig	93750000
Slowakei	3503	Vladimír Weiss	Linksaußen	Al-Gharafa Sports Club	6297	30.11.1989	26	3100000	Qatar Stars League	93750000
Slowakei	3503	Michal Duris	Hängende Spitze	FC Viktoria Pilsen	941	01.06.1988	27	1750000	Synot Liga	93750000
Slowakei	3503	Stanislav Sestak	Mittelstürmer	Ferencváros Budapest	279	16.12.1982	33	700000	Nemzeti Bajnokság	93750000
Slowakei	3503	Adam Zrelak	Mittelstürmer	Slovan Bratislava	540	05.05.1994	22	450000	NA	93750000
Slowakei	3503	Adam Nemec	Mittelstürmer	Willem II Tilburg	403	02.09.1985	30	350000	Eredivisie	93750000
Spanien	3375	David de Gea	Torwart	Manchester United	985	07.11.1990	25	35000000	Premier League	629500000
Spanien	3375	Sergio Rico	Torwart	FC Sevilla	368	01.09.1993	22	10000000	Primera División	629500000
Spanien	3375	Iker Casillas	Torwart	FC Porto	720	20.05.1981	35	4000000	Liga NOS	629500000
Spanien	3375	Gerard Piqué	Innenverteidiger	FC Barcelona	131	02.02.1987	29	40000000	Primera División	629500000
Spanien	3375	Sergio Ramos	Innenverteidiger	Real Madrid	418	30.03.1986	30	40000000	Primera División	629500000
Spanien	3375	Marc Bartra	Innenverteidiger	FC Barcelona	131	15.01.1991	25	12000000	Primera División	629500000
Spanien	3375	Jordi Alba	Linker Verteidiger	FC Barcelona	131	21.03.1989	27	35000000	Primera División	629500000
Spanien	3375	Daniel Carvajal	Rechter Verteidiger	Real Madrid	418	11.01.1992	24	25000000	Primera División	629500000
Spanien	3375	César Azpilicueta	Rechter Verteidiger	FC Chelsea	631	28.08.1989	26	20000000	Premier League	629500000
Spanien	3375	Juanfran	Rechter Verteidiger	Atlético Madrid	13	09.01.1985	31	16000000	Primera División	629500000
Spanien	3375	Sergio Busquets	Defensives Mittelfeld	FC Barcelona	131	16.07.1988	27	50000000	Primera División	629500000
Spanien	3375	Mikel San José	Defensives Mittelfeld	Athletic Bilbao	621	30.05.1989	26	8000000	Primera División	629500000
Spanien	3375	Bruno Soriano	Defensives Mittelfeld	FC Villarreal	1050	12.06.1984	31	8000000	Primera División	629500000
Spanien	3375	Cesc Fàbregas	Zentrales Mittelfeld	FC Chelsea	631	04.05.1987	29	45000000	Premier League	629500000
Spanien	3375	Andrés Iniesta	Zentrales Mittelfeld	FC Barcelona	131	11.05.1984	32	35000000	Primera División	629500000
Spanien	3375	Thiago	Zentrales Mittelfeld	FC Bayern München	27	11.04.1991	25	25000000	1.Bundesliga	629500000
Spanien	3375	Saúl Ñíguez	Zentrales Mittelfeld	Atlético Madrid	13	21.11.1994	21	20000000	Primera División	629500000
Spanien	3375	Isco	Offensives Mittelfeld	Real Madrid	418	21.04.1992	24	40000000	Primera División	629500000
Spanien	3375	David Silva	Offensives Mittelfeld	Manchester City	281	08.01.1986	30	38000000	Premier League	629500000
Spanien	3375	Koke	Linksaußen	Atlético Madrid	13	08.01.1992	24	50000000	Primera División	629500000
Spanien	3375	Pedro	Rechtsaußen	FC Chelsea	631	28.07.1987	28	23000000	Premier League	629500000
Spanien	3375	Nolito	Linksaußen	Celta Vigo	940	15.10.1986	29	15000000	Primera División	629500000
Spanien	3375	Lucas Vázquez	Rechtsaußen	Real Madrid	418	01.07.1991	24	7500000	Primera División	629500000
Spanien	3375	Álvaro Morata	Mittelstürmer	Juventus Turin	506	23.10.1992	23	25000000	Serie A	629500000
Spanien	3375	Aritz Aduriz	Mittelstürmer	Athletic Bilbao	621	11.02.1981	35	3000000	Primera División	629500000
Tschechien	3445	Petr Cech	Torwart	FC Arsenal	11	20.05.1982	34	12000000	Premier League	66200000
Tschechien	3445	Tomás Vaclík	Torwart	FC Basel 1893	26	29.03.1989	27	4000000	Raiffeisen Super League	66200000
Tschechien	3445	Tomas Koubek	Torwart	FC Slovan Liberec	697	26.08.1992	23	900000	NA	66200000
Tschechien	3445	Marek Suchy	Innenverteidiger	FC Basel 1893	26	29.03.1988	28	4500000	Raiffeisen Super League	66200000
Tschechien	3445	Tomás Sivok	Innenverteidiger	Bursaspor	20	15.09.1983	32	2500000	Süper Lig	66200000
Tschechien	3445	Michal Kadlec	Innenverteidiger	Fenerbahce Istanbul	36	13.12.1984	31	2000000	Süper Lig	66200000
Tschechien	3445	Roman Hubník	Innenverteidiger	FC Viktoria Pilsen	941	06.06.1984	31	400000	Synot Liga	66200000
Tschechien	3445	David Limbersky	Linker Verteidiger	FC Viktoria Pilsen	941	06.10.1983	32	1500000	Synot Liga	66200000
Tschechien	3445	Daniel Pudil	Linker Verteidiger	Sheffield Wednesday	1035	27.09.1985	30	1500000	Championship	66200000
Tschechien	3445	Pavel Kaderábek	Rechter Verteidiger	TSG 1899 Hoffenheim	533	25.04.1992	24	3500000	1.Bundesliga	66200000
Tschechien	3445	Theodor Gebre Selassie	Rechter Verteidiger	SV Werder Bremen	86	24.12.1986	29	3000000	1.Bundesliga	66200000
Tschechien	3445	Lukas Marecek	Defensives Mittelfeld	AC Sparta Prag	197	17.04.1990	26	1250000	Synot Liga	66200000
Tschechien	3445	Vladimír Darida	Zentrales Mittelfeld	Hertha BSC	44	08.08.1990	25	7000000	1.Bundesliga	66200000
Tschechien	3445	David Pavelka	Zentrales Mittelfeld	Kasimpasa	10484	18.05.1991	25	1500000	Süper Lig	66200000
Tschechien	3445	Jaroslav Plasil	Zentrales Mittelfeld	FC Girondins Bordeaux	40	05.01.1982	34	1000000	Ligue 1	66200000
Tschechien	3445	Daniel Kolar	Offensives Mittelfeld	FC Viktoria Pilsen	941	27.10.1985	30	1750000	Synot Liga	66200000
Tschechien	3445	Tomás Rosicky	Offensives Mittelfeld	FC Arsenal	11	04.10.1980	35	1500000	Premier League	66200000
Tschechien	3445	Ladislav Krejcí	Linksaußen	AC Sparta Prag	197	05.07.1992	23	3750000	Synot Liga	66200000
Tschechien	3445	Borek Dockal	Rechtsaußen	AC Sparta Prag	197	30.09.1988	27	2750000	Synot Liga	66200000
Tschechien	3445	Jirí Skalák	Rechtsaußen	Brighton & Hove Albion	1237	12.03.1992	24	1250000	Championship	66200000
Tschechien	3445	Josef Sural	Rechtsaußen	AC Sparta Prag	197	30.05.1990	25	1750000	Synot Liga	66200000
Tschechien	3445	Tomas Necid	Mittelstürmer	Bursaspor	20	13.08.1989	26	4500000	Süper Lig	66200000
Tschechien	3445	David Lafata	Mittelstürmer	AC Sparta Prag	197	18.09.1981	34	1000000	Synot Liga	66200000
Tschechien	3445	Milan Skoda	Mittelstürmer	SK Slavia Prag	62	16.01.1986	30	900000	Synot Liga	66200000
Tschechien	3445	Patrik Schick	Mittelstürmer	FC Bohemians Prag 1905	715	24.01.1996	20	500000	NA	66200000
Türkei	3381	Volkan Babacan	Torwart	Medipol Basaksehir	6890	11.08.1988	27	7500000	Süper Lig	228650000
Türkei	3381	Onur Kivrak	Torwart	Trabzonspor	449	01.01.1988	28	7500000	Süper Lig	228650000
Türkei	3381	Harun Tekin	Torwart	Bursaspor	20	17.06.1989	26	1500000	Süper Lig	228650000
Türkei	3381	Ali Sasal Vural	Torwart	Eskisehirspor	825	10.07.1990	25	600000	Süper Lig	228650000
Türkei	3381	Semih Kaya	Innenverteidiger	Galatasaray Istanbul	141	24.02.1991	25	7500000	Süper Lig	228650000
Türkei	3381	Serdar Aziz	Innenverteidiger	Bursaspor	20	23.10.1990	25	5000000	Süper Lig	228650000
Türkei	3381	Ahmet Calik	Innenverteidiger	Genclerbirligi Ankara	820	26.02.1994	22	4000000	Süper Lig	228650000
Türkei	3381	Hakan Balta	Innenverteidiger	Galatasaray Istanbul	141	23.03.1983	33	1200000	Süper Lig	228650000
Türkei	3381	Caglar Söyüncü	Innenverteidiger	Altinordu	12374	23.05.1996	20	1000000	NA	228650000
Türkei	3381	Caner Erkin	Linker Verteidiger	Fenerbahce Istanbul	36	04.10.1988	27	11000000	Süper Lig	228650000
Türkei	3381	Ismail Köybasi	Linker Verteidiger	Besiktas Istanbul	114	10.07.1989	26	4000000	Süper Lig	228650000
Türkei	3381	Gökhan Gönül	Rechter Verteidiger	Fenerbahce Istanbul	36	04.01.1985	31	6500000	Süper Lig	228650000
Türkei	3381	Sener Özbayrakli	Rechter Verteidiger	Fenerbahce Istanbul	36	23.01.1990	26	5000000	Süper Lig	228650000
Türkei	3381	Mehmet Topal	Defensives Mittelfeld	Fenerbahce Istanbul	36	03.03.1986	30	12000000	Süper Lig	228650000
Türkei	3381	Ozan Tufan	Defensives Mittelfeld	Fenerbahce Istanbul	36	23.03.1995	21	7500000	Süper Lig	228650000
Türkei	3381	Mahmut Tekdemir	Defensives Mittelfeld	Medipol Basaksehir	6890	20.01.1988	28	4250000	Süper Lig	228650000
Türkei	3381	Oguzhan Özyakup	Zentrales Mittelfeld	Besiktas Istanbul	114	23.09.1992	23	9500000	Süper Lig	228650000
Türkei	3381	Nuri Sahin	Zentrales Mittelfeld	Borussia Dortmund	16	05.09.1988	27	7500000	1.Bundesliga	228650000
Türkei	3381	Selcuk Inan	Zentrales Mittelfeld	Galatasaray Istanbul	141	10.02.1985	31	7000000	Süper Lig	228650000
Türkei	3381	Arda Turan	Offensives Mittelfeld	FC Barcelona	131	30.01.1987	29	35000000	Primera División	228650000
Türkei	3381	Hakan Calhanoglu	Offensives Mittelfeld	Bayer 04 Leverkusen	15	08.02.1994	22	18000000	1.Bundesliga	228650000
Türkei	3381	Yunus Malli	Offensives Mittelfeld	1.FSV Mainz 05	39	24.02.1992	24	9000000	1.Bundesliga	228650000
Türkei	3381	Alper Potuk	Linksaußen	Fenerbahce Istanbul	36	08.04.1991	25	8000000	Süper Lig	228650000
Türkei	3381	Olcay Sahan	Linksaußen	Besiktas Istanbul	114	26.05.1987	28	7000000	Süper Lig	228650000
Türkei	3381	Yasin Öztekin	Linksaußen	Galatasaray Istanbul	141	19.03.1987	29	5750000	Süper Lig	228650000
Türkei	3381	Gökhan Töre	Rechtsaußen	Besiktas Istanbul	114	20.01.1992	24	15000000	Süper Lig	228650000
Türkei	3381	Volkan Sen	Linksaußen	Fenerbahce Istanbul	36	07.07.1987	28	5250000	Süper Lig	228650000
Türkei	3381	Cenk Tosun	Mittelstürmer	Besiktas Istanbul	114	07.06.1991	24	7000000	Süper Lig	228650000
Türkei	3381	Burak Yilmaz	Mittelstürmer	Beijing Guoan	3176	15.07.1985	30	5500000	Chinese Super League	228650000
Türkei	3381	Mevlüt Erdinc	Mittelstürmer	EA Guingamp	855	25.02.1987	29	3000000	Ligue 1	228650000
Türkei	3381	Emre Mor	Mittelstürmer	FC Nordsjaelland	2778	24.07.1997	18	100000	Alka Superligaen	228650000
Ukraine	3699	Andriy Pyatov	Torwart	Shakhtar Donetsk	660	28.06.1984	31	5000000	Premier Liga	128550000
Ukraine	3699	Denys Boyko	Torwart	Besiktas Istanbul	114	29.01.1988	28	4750000	Süper Lig	128550000
Ukraine	3699	Mykyta Shevchenko	Torwart	Zorya Lugansk	10690	26.01.1993	23	1800000	NA	128550000
Ukraine	3699	Yaroslav Rakitsky	Innenverteidiger	Shakhtar Donetsk	660	03.08.1989	26	10000000	Premier Liga	128550000
Ukraine	3699	Evgen Khacheridi	Innenverteidiger	Dynamo Kiew	338	28.07.1987	28	8500000	Premier Liga	128550000
Ukraine	3699	Oleksandr Kucher	Innenverteidiger	Shakhtar Donetsk	660	22.10.1982	33	1500000	Premier Liga	128550000
Ukraine	3699	Mykyta Kamenyuka	Linker Verteidiger	Zorya Lugansk	10690	03.06.1985	30	1000000	NA	128550000
Ukraine	3699	Vyacheslav Shevchuk	Linker Verteidiger	Shakhtar Donetsk	660	13.05.1979	37	600000	Premier Liga	128550000
Ukraine	3699	Artem Fedetsky	Rechter Verteidiger	Dnipro Dnipropetrovsk	339	26.04.1985	31	4000000	Premier Liga	128550000
Ukraine	3699	Taras Stepanenko	Defensives Mittelfeld	Shakhtar Donetsk	660	08.08.1989	26	8000000	Premier Liga	128550000
Ukraine	3699	Maksym Malyshev	Defensives Mittelfeld	Shakhtar Donetsk	660	24.12.1992	23	1000000	Premier Liga	128550000
Ukraine	3699	Anatoliy Tymoshchuk	Defensives Mittelfeld	Kairat Almaty	10482	30.03.1979	37	200000	NA	128550000
Ukraine	3699	Denys Garmash	Zentrales Mittelfeld	Dynamo Kiew	338	19.04.1990	26	5000000	Premier Liga	128550000
Ukraine	3699	Sergiy Sydorchuk	Zentrales Mittelfeld	Dynamo Kiew	338	02.05.1991	25	4000000	Premier Liga	128550000
Ukraine	3699	Sergiy Rybalka	Zentrales Mittelfeld	Dynamo Kiew	338	01.04.1990	26	4000000	Premier Liga	128550000
Ukraine	3699	Ruslan Rotan	Zentrales Mittelfeld	Dnipro Dnipropetrovsk	339	29.10.1981	34	1500000	Premier Liga	128550000
Ukraine	3699	Evgen Shakhov	Zentrales Mittelfeld	Dnipro Dnipropetrovsk	339	30.11.1990	25	1200000	Premier Liga	128550000
Ukraine	3699	Oleksandr Karavaev	Rechtes Mittelfeld	Zorya Lugansk	10690	02.06.1992	23	2000000	NA	128550000
Ukraine	3699	Ivan Petryak	Linkes Mittelfeld	Zorya Lugansk	10690	13.03.1994	22	1000000	NA	128550000
Ukraine	3699	Viktor Kovalenko	Offensives Mittelfeld	Shakhtar Donetsk	660	14.02.1996	20	2000000	Premier Liga	128550000
Ukraine	3699	Evgen Konoplyanka	Linksaußen	FC Sevilla	368	29.09.1989	26	25000000	Primera División	128550000
Ukraine	3699	Oleg Gusev	Rechtsaußen	Dynamo Kiew	338	25.04.1983	33	2000000	Premier Liga	128550000
Ukraine	3699	Andriy Yarmolenko	Rechtsaußen	Dynamo Kiew	338	23.10.1989	26	25000000	Premier Liga	128550000
Ukraine	3699	Artem Kravets	Mittelstürmer	VfB Stuttgart	79	03.06.1989	26	4000000	1.Bundesliga	128550000
Ukraine	3699	Roman Zozulya	Mittelstürmer	Dnipro Dnipropetrovsk	339	17.11.1989	26	3500000	Premier Liga	128550000
Ukraine	3699	Pylyp Budkivsky	Mittelstürmer	Zorya Lugansk	10690	10.03.1992	24	2000000	NA	128550000
Ungarn	3468	Balázs Megyeri	Torwart	FC Getafe	3709	31.03.1990	26	1500000	Primera División	31125000
Ungarn	3468	Dénes Dibusz	Torwart	Ferencváros Budapest	279	16.11.1990	25	1200000	Nemzeti Bajnokság	31125000
Ungarn	3468	Péter Gulácsi	Torwart	RasenBallsport Leipzig	23826	06.05.1990	26	500000	2.Bundesliga	31125000
Ungarn	3468	Gábor Király	Torwart	Szombathelyi Haladás	649	01.04.1976	40	250000	NA	31125000
Ungarn	3468	Roland Juhász	Innenverteidiger	Videoton FC	11107	01.07.1983	32	1000000	Nemzeti Bajnokság	31125000
Ungarn	3468	Richárd Guzmics	Innenverteidiger	Wisla Krakau	422	16.04.1987	29	750000	Ekstraklasa	31125000
Ungarn	3468	Ádám Lang	Innenverteidiger	Videoton FC	11107	17.01.1993	23	700000	Nemzeti Bajnokság	31125000
Ungarn	3468	Zsolt Korcsmár	Innenverteidiger	Vasas Budapest	5378	09.01.1989	27	600000	NA	31125000
Ungarn	3468	Gergő Kocsis	Innenverteidiger	Puskás Akadémia FC	37169	07.03.1994	22	75000	NA	31125000
Ungarn	3468	Tamás Kádár	Linker Verteidiger	Lech Posen	238	14.03.1990	26	750000	Ekstraklasa	31125000
Ungarn	3468	Mihály Korhut	Linker Verteidiger	Debreceni VSC	84	10.12.1988	27	450000	NA	31125000
Ungarn	3468	Attila Fiola	Rechter Verteidiger	Puskás Akadémia FC	37169	17.02.1990	26	750000	NA	31125000
Ungarn	3468	Barnabás Bese	Rechter Verteidiger	MTK Budapest	634	06.05.1994	22	350000	NA	31125000
Ungarn	3468	Ádám Nagy	Defensives Mittelfeld	Ferencváros Budapest	279	17.06.1995	20	1000000	Nemzeti Bajnokság	31125000
Ungarn	3468	Ádám Pintér	Defensives Mittelfeld	Ferencváros Budapest	279	12.06.1988	27	650000	Nemzeti Bajnokság	31125000
Ungarn	3468	Ákos Elek	Defensives Mittelfeld	Diósgyöri VTK	9241	21.07.1988	27	600000	NA	31125000
Ungarn	3468	Máté Vida	Defensives Mittelfeld	Vasas Budapest	5378	08.03.1996	20	200000	NA	31125000
Ungarn	3468	László Kleinheisler	Offensives Mittelfeld	SV Werder Bremen	86	08.04.1994	22	600000	1.Bundesliga	31125000
Ungarn	3468	Zoltán Gera	Offensives Mittelfeld	Ferencváros Budapest	279	22.04.1979	37	500000	Nemzeti Bajnokság	31125000
Ungarn	3468	Roland Sallai	Offensives Mittelfeld	Puskás Akadémia FC	37169	22.05.1997	19	250000	NA	31125000
Ungarn	3468	Zoltán Stieber	Linksaußen	1.FC Nürnberg	4	16.10.1988	27	1300000	2.Bundesliga	31125000
Ungarn	3468	Gergő Lovrencsics	Rechtsaußen	Lech Posen	238	01.09.1988	27	800000	Ekstraklasa	31125000
Ungarn	3468	Ádám Gyurcsó	Rechtsaußen	Pogon Stettin	324	06.03.1991	25	800000	NA	31125000
Ungarn	3468	Balázs Dzsudzsák	Rechtsaußen	Bursaspor	20	23.12.1986	29	6250000	Süper Lig	31125000
Ungarn	3468	Nemanja Nikolics	Mittelstürmer	Legia Warschau	255	31.12.1987	28	3500000	Ekstraklasa	31125000
Ungarn	3468	Ádám Szalai	Mittelstürmer	Hannover 96	42	09.12.1987	28	2500000	1.Bundesliga	31125000
Ungarn	3468	Krisztián Németh	Mittelstürmer	Al-Gharafa Sports Club	6297	05.01.1989	27	1400000	Qatar Stars League	31125000
Ungarn	3468	Dániel Böde	Mittelstürmer	Ferencváros Budapest	279	21.10.1986	29	800000	Nemzeti Bajnokság	31125000
Ungarn	3468	Tamás Priskin	Mittelstürmer	Slovan Bratislava	540	27.09.1986	29	700000	NA	31125000
Ungarn	3468	László Lencse	Mittelstürmer	Újpest FC	708	02.07.1988	27	400000	NA	31125000
Wales	3864	Wayne Hennessey	Torwart	Crystal Palace	873	24.01.1987	29	3000000	Premier League	98050000
Wales	3864	Danny Ward	Torwart	FC Liverpool	31	22.06.1993	22	1000000	Premier League	98050000
Wales	3864	Owain Fôn Williams	Torwart	Inverness Caledonian Thistle FC	2451	17.03.1987	29	250000	NA	98050000
Wales	3864	Ashley Williams	Innenverteidiger	Swansea City	2288	23.08.1984	31	6500000	Premier League	98050000
Wales	3864	James Chester	Innenverteidiger	West Bromwich Albion	984	23.01.1989	27	6000000	Premier League	98050000
Wales	3864	James Collins	Innenverteidiger	West Ham United	379	23.08.1983	32	2000000	Premier League	98050000
Wales	3864	Ben Davies	Linker Verteidiger	Tottenham Hotspur	148	24.04.1993	23	8000000	Premier League	98050000
Wales	3864	Neil Taylor	Linker Verteidiger	Swansea City	2288	07.02.1989	27	4500000	Premier League	98050000
Wales	3864	Paul Dummett	Linker Verteidiger	Newcastle United	762	26.09.1991	24	3500000	Premier League	98050000
Wales	3864	Chris Gunter	Rechter Verteidiger	FC Reading	1032	21.07.1989	26	2500000	Championship	98050000
Wales	3864	Adam Matthews	Rechter Verteidiger	Bristol City	698	13.01.1992	24	2500000	Championship	98050000
Wales	3864	Jazz Richards	Rechter Verteidiger	FC Fulham	931	12.04.1991	25	750000	Championship	98050000
Wales	3864	Adam Henley	Rechter Verteidiger	Blackburn Rovers	164	14.06.1994	21	500000	Championship	98050000
Wales	3864	Emyr Huws	Defensives Mittelfeld	Huddersfield Town	1110	30.09.1993	22	1500000	Championship	98050000
Wales	3864	David Vaughan	Defensives Mittelfeld	Nottingham Forest	703	18.02.1983	33	1250000	Championship	98050000
Wales	3864	Aaron Ramsey	Zentrales Mittelfeld	FC Arsenal	11	26.12.1990	25	30000000	Premier League	98050000
Wales	3864	Joe Allen	Zentrales Mittelfeld	FC Liverpool	31	14.03.1990	26	8000000	Premier League	98050000
Wales	3864	Joe Ledley	Zentrales Mittelfeld	Crystal Palace	873	23.01.1987	29	4000000	Premier League	98050000
Wales	3864	Andy King	Zentrales Mittelfeld	Leicester City	1003	29.10.1988	27	3000000	Premier League	98050000
Wales	3864	David Cotterill	Rechtes Mittelfeld	Birmingham City	337	04.12.1987	28	750000	Championship	98050000
Wales	3864	David Edwards	Offensives Mittelfeld	Wolverhampton Wanderers	543	03.02.1986	30	850000	Championship	98050000
Wales	3864	Jonathan Williams	Offensives Mittelfeld	Milton Keynes Dons	991	09.10.1993	22	750000	Championship	98050000
Wales	3864	George Williams	Offensives Mittelfeld	FC Gillingham	2814	07.09.1995	20	500000	NA	98050000
Wales	3864	Hal Robson-Kanu	Linksaußen	FC Reading	1032	21.05.1989	27	2000000	Championship	98050000
Wales	3864	Wes Burns	Rechtsaußen	Bristol City	698	28.10.1995	20	150000	Championship	98050000
Wales	3864	Tom Lawrence	Hängende Spitze	Cardiff City	603	13.01.1994	22	1000000	Championship	98050000
Wales	3864	Sam Vokes	Mittelstürmer	FC Burnley	1132	21.10.1989	26	2500000	Championship	98050000
Wales	3864	Simon Church	Mittelstürmer	Milton Keynes Dons	991	10.12.1988	27	500000	Championship	98050000
Wales	3864	Tom Bradshaw	Mittelstürmer	FC Walsall	899	27.07.1992	23	300000	NA	98050000